MANDT,MATNR,SPRAS,MAKTX,MAKTG
100,MAT0001835,E,Robust zero administration methodology,ROBUST ZERO ADMINISTRATION METHODOLOGY
100,MAT0000571,P,A arte de atingir seus objetivos em esta   ,A ARTE DE ATINGIR SEUS OBJETIVOS EM ESTA
100,MAT0000772,J,O direito de evoluir antes de tudo,O DIREITO DE EVOLUIR ANTES DE TUDO
100,MAT0000450,D,A arte de ganhar antes de tudo,A ARTE DE GANHAR ANTES DE TUDO
100,MAT0000629,E,Persevering eco-centric complexity   ,PERSEVERING ECO-CENTRIC COMPLEXITY
100,MAT0000509,P,Business-focused next generation portal,BUSINESS-FOCUSED NEXT GENERATION PORTAL
100,MAT0001527,J,Fundamental value-added benchmark,FUNDAMENTAL VALUE-ADDED BENCHMARK
100,MAT0000294,D,Enterprise-wide real-time infrastructure,ENTERPRISE-WIDE REAL-TIME INFRASTRUCTURE
100,MAT0001596,J,Monitored well-modulated archive,MONITORED WELL-MODULATED ARCHIVE
100,MAT0001693,E,Switchable executive migration   ,SWITCHABLE EXECUTIVE MIGRATION
100,MAT0000465,J,Front-line zero tolerance monitoring,FRONT-LINE ZERO TOLERANCE MONITORING
100,MAT0000243,E,Organic leadingedge intranet,ORGANIC LEADINGEDGE INTRANET
100,MAT0001880,F,A simplicidade de realizar seus sonhos d,A SIMPLICIDADE DE REALIZAR SEUS SONHOS D
100,MAT0001117,P,La liberté d'évoluer de manière efficace,LA LIBERTÉ D'ÉVOLUER DE MANIÈRE EFFICACE
100,MAT0001881,D,Digitized 24/7 intranet,DIGITIZED 24/7 INTRANET
100,MAT0001739,F,Devolved uniform utilization,DEVOLVED UNIFORM UTILIZATION
100,MAT0001628,P,A certeza de mudar com toda a tranquilid,A CERTEZA DE MUDAR COM TODA A TRANQUILID
100,MAT0000682,F,Universal clear-thinking secured line,UNIVERSAL CLEAR-THINKING SECURED LINE
100,MZ-TG-A26,F,Grass-roots homogeneous database,GRASS-ROOTS HOMOGENEOUS DATABASE
100,MAT0001350,E,Synergistic didactic instruction set,SYNERGISTIC DIDACTIC INSTRUCTION SET
100,MAT0001604,J,Secured intangible access,SECURED INTANGIBLE ACCESS
100,MAT0001099,J,Compatible 24hour policy,COMPATIBLE 24HOUR POLICY
100,MAT0001758,P,Re-engineered systematic interface,RE-ENGINEERED SYSTEMATIC INTERFACE
100,MAT0000480,F,La possibilité d'atteindre vos buts avan,LA POSSIBILITÉ D'ATTEINDRE VOS BUTS AVAN
100,MAT0001230,P,Programmable solution-oriented help-desk,PROGRAMMABLE SOLUTION-ORIENTED HELP-DESK
100,MAT0000980,J,Enterprise-wide tangible extranet,ENTERPRISE-WIDE TANGIBLE EXTRANET
100,MAT0000307,E,Future-proofed demand-driven Local Area ,FUTURE-PROOFED DEMAND-DRIVEN LOCAL AREA
100,MAT0000167,F,Reverse-engineered user-facing hardware   ,REVERSE-ENGINEERED USER-FACING HARDWARE
100,MAT0000878,P,Optional user-facing alliance,OPTIONAL USER-FACING ALLIANCE
100,MAT0000496,J,Le confort de rouler à sa source,LE CONFORT DE ROULER À SA SOURCE
100,MAT0001889,F,La possibilité de rouler autrement,LA POSSIBILITÉ DE ROULER AUTREMENT
100,MAT0001477,D,L'art de rouler avant-tout,L'ART DE ROULER AVANT-TOUT
100,MAT0000480,F,Assimilated grid-enabled contingency,ASSIMILATED GRID-ENABLED CONTINGENCY
100,MAT0000811,D,Customizable composite Graphical User In,CUSTOMIZABLE COMPOSITE GRAPHICAL USER IN
100,MAT0000052,P,Le plaisir d'innover à la pointe,LE PLAISIR D'INNOVER À LA POINTE
100,MAT0000500,F,Le pouvoir de rouler en toute tranquilit,LE POUVOIR DE ROULER EN TOUTE TRANQUILIT
100,MAT0001227,J,Inverse object-oriented initiative,INVERSE OBJECT-ORIENTED INITIATIVE
100,MAT0000596,F,De-engineered mission-critical knowledge,DE-ENGINEERED MISSION-CRITICAL KNOWLEDGE
100,MAT0001331,J,Cross-group secondary encryption,CROSS-GROUP SECONDARY ENCRYPTION
100,MAT0000626,E,O prazer de avançar com toda a tranquili   ,O PRAZER DE AVANÇAR COM TODA A TRANQUILI
100,MAT0000526,D,Switchable national moratorium,SWITCHABLE NATIONAL MORATORIUM
100,MAT0001088,F,Business-focused motivating challenge,BUSINESS-FOCUSED MOTIVATING CHALLENGE
100,MAT0001241,E,Le plaisir d'innover à la pointe,LE PLAISIR D'INNOVER À LA POINTE
100,MAT0000073,P,Total bi-directional concept,TOTAL BI-DIRECTIONAL CONCEPT
100,MAT0001149,P,Versatile demand-driven monitoring   ,VERSATILE DEMAND-DRIVEN MONITORING
100,MAT0000698,D,Persevering logistical open architecture,PERSEVERING LOGISTICAL OPEN ARCHITECTURE
100,MAT0000897,E,Universal hybrid customer loyalty   ,UNIVERSAL HYBRID CUSTOMER LOYALTY
100,MAT0000131,P,Assimilated dedicated forecast   ,ASSIMILATED DEDICATED FORECAST
100,MAT0001260,P,O direito de atingir seus objetivos mais,O DIREITO DE ATINGIR SEUS OBJETIVOS MAIS
100,MAT0001567,P,Reduced heuristic productivity,REDUCED HEURISTIC PRODUCTIVITY
100,MAT0001250,E,A simplicidade de conseguir simplesmente   ,A SIMPLICIDADE DE CONSEGUIR SIMPLESMENTE
100,MAT0000639,E,Implemented system-worthy standardizatio   ,IMPLEMENTED SYSTEM-WORTHY STANDARDIZATIO
100,MAT0001568,J,O poder de avançar naturalmente,O PODER DE AVANÇAR NATURALMENTE
100,MAT0000542,J,Re-engineered attitude-oriented firmware,RE-ENGINEERED ATTITUDE-ORIENTED FIRMWARE
100,MAT0001430,D,Enterprise-wide directional time-frame,ENTERPRISE-WIDE DIRECTIONAL TIME-FRAME
100,MAT0000487,P,A segurança de realizar seus sonhos ante   ,A SEGURANÇA DE REALIZAR SEUS SONHOS ANTE
100,MAT0001441,P,O prazer de concretizar seus projetos co,O PRAZER DE CONCRETIZAR SEUS PROJETOS CO
100,MAT0000271,P,O direito de inovar direto da fonte,O DIREITO DE INOVAR DIRETO DA FONTE
100,MAT0001743,F,Advanced bi-directional neural-net,ADVANCED BI-DIRECTIONAL NEURAL-NET
100,MAT0001817,D,Profound homogeneous hub,PROFOUND HOMOGENEOUS HUB
100,MAT0001408,P,Le plaisir de louer sans soucis   ,LE PLAISIR DE LOUER SANS SOUCIS
100,MAT0001425,F,Innovative coherent matrices,INNOVATIVE COHERENT MATRICES
100,MAT0000598,J,Function-based uniform monitoring,FUNCTION-BASED UNIFORM MONITORING
100,MAT0000138,E,Multi-tiered tangible array   ,MULTI-TIERED TANGIBLE ARRAY
100,MAT0000171,E,User-centric intangible focus group,USER-CENTRIC INTANGIBLE FOCUS GROUP
100,MAT0001792,E,Multi-tiered client-server capacity,MULTI-TIERED CLIENT-SERVER CAPACITY
100,MAT0001583,E,L'art d'atteindre vos buts sans soucis,L'ART D'ATTEINDRE VOS BUTS SANS SOUCIS
100,MAT0000092,F,Le confort d'avancer à l'état pur,LE CONFORT D'AVANCER À L'ÉTAT PUR
100,MAT0001521,E,A simplicidade de avançar com força tota   ,A SIMPLICIDADE DE AVANÇAR COM FORÇA TOTA
100,MAT0001425,D,Face-to-face zero administration help-de,FACE-TO-FACE ZERO ADMINISTRATION HELP-DE
100,MAT0001395,E,La possibilité de rouler sans soucis,LA POSSIBILITÉ DE ROULER SANS SOUCIS
100,MAT0000472,D,Assimilated multi-tasking capacity,ASSIMILATED MULTI-TASKING CAPACITY
100,MAT0000869,E,Extended local groupware,EXTENDED LOCAL GROUPWARE
100,MAT0000320,E,Monitored transitional knowledgebase,MONITORED TRANSITIONAL KNOWLEDGEBASE
100,MAT0000964,J,Universal 5thgeneration product,UNIVERSAL 5THGENERATION PRODUCT
100,MAT0001397,F,Grass-roots scalable Local Area Network,GRASS-ROOTS SCALABLE LOCAL AREA NETWORK
100,MAT0000728,P,Down-sized coherent capability   ,DOWN-SIZED COHERENT CAPABILITY
100,MAT0001359,P,Intuitive mobile extranet   ,INTUITIVE MOBILE EXTRANET
100,MAT0000295,F,A certeza de conseguir naturalmente,A CERTEZA DE CONSEGUIR NATURALMENTE
100,MAT0001702,J,Multi-tiered disintermediate software,MULTI-TIERED DISINTERMEDIATE SOFTWARE
100,MAT0001469,P,Object-based asynchronous hierarchy,OBJECT-BASED ASYNCHRONOUS HIERARCHY
100,MAT0001757,J,La liberté d'innover avant-tout,LA LIBERTÉ D'INNOVER AVANT-TOUT
100,MZ-TG-A26,D,Le droit de rouler de manière sûre   ,LE DROIT DE ROULER DE MANIÈRE SÛRE
100,MAT0001179,E,Le droit de louer sans soucis,LE DROIT DE LOUER SANS SOUCIS
100,MAT0000886,F,User-centric tangible concept   ,USER-CENTRIC TANGIBLE CONCEPT
100,MAT0000473,E,A vantagem de ganhar com toda a tranquil,A VANTAGEM DE GANHAR COM TODA A TRANQUIL
100,MAT0000884,E,Configurable global success,CONFIGURABLE GLOBAL SUCCESS
100,MAT0001603,P,A vantagem de mudar naturalmente,A VANTAGEM DE MUDAR NATURALMENTE
100,MAT0000829,D,Multi-tiered grid-enabled Internet solut,MULTI-TIERED GRID-ENABLED INTERNET SOLUT
100,MAT0001658,D,La liberté d'innover à l'état pur,LA LIBERTÉ D'INNOVER À L'ÉTAT PUR
100,MAT0001448,J,Le pouvoir d'innover en toute tranquilit,LE POUVOIR D'INNOVER EN TOUTE TRANQUILIT
100,MAT0001295,P,Robust directional complexity,ROBUST DIRECTIONAL COMPLEXITY
100,MAT0001419,J,O direito de atingir seus objetivos em e,O DIREITO DE ATINGIR SEUS OBJETIVOS EM E
100,MAT0001121,F,A arte de concretizar seus projetos com ,A ARTE DE CONCRETIZAR SEUS PROJETOS COM
100,MAT0001684,F,A segurança de inovar antes de tudo,A SEGURANÇA DE INOVAR ANTES DE TUDO
100,MAT0001551,F,L'avantage d'innover plus facilement   ,L'AVANTAGE D'INNOVER PLUS FACILEMENT
100,MAT0001148,P,A segurança de avançar em estado puro,A SEGURANÇA DE AVANÇAR EM ESTADO PURO
100,MAT0000032,F,Enhanced scalable success,ENHANCED SCALABLE SUCCESS
100,MAT0000353,E,Progressive exuding artificial intellige   ,PROGRESSIVE EXUDING ARTIFICIAL INTELLIGE
100,MAT0001490,F,Future-proofed bifurcated portal,FUTURE-PROOFED BIFURCATED PORTAL
100,MAT0001739,J,Organic 5thgeneration middleware,ORGANIC 5THGENERATION MIDDLEWARE
100,MAT0000559,J,L'assurance d'atteindre vos buts à l'éta   ,L'ASSURANCE D'ATTEINDRE VOS BUTS À L'ÉTA
100,MAT0000919,E,A simplicidade de atingir seus objetivos   ,A SIMPLICIDADE DE ATINGIR SEUS OBJETIVOS
100,MAT0000163,J,A vantagem de mudar com força total,A VANTAGEM DE MUDAR COM FORÇA TOTAL
100,MAT0001902,P,Automated human-resource capability,AUTOMATED HUMAN-RESOURCE CAPABILITY
100,MAT0001519,P,Re-engineered asynchronous algorithm,RE-ENGINEERED ASYNCHRONOUS ALGORITHM
100,MAT0000812,F,L'avantage de rouler à l'état pur   ,L'AVANTAGE DE ROULER À L'ÉTAT PUR
100,MAT0000140,E,Innovative solution-oriented archive,INNOVATIVE SOLUTION-ORIENTED ARCHIVE
100,MAT0001609,F,A arte de realizar seus sonhos mais faci,A ARTE DE REALIZAR SEUS SONHOS MAIS FACI
100,MAT0000957,D,Assimilated intangible system engine,ASSIMILATED INTANGIBLE SYSTEM ENGINE
100,MAT0001798,J,Expanded bifurcated system engine,EXPANDED BIFURCATED SYSTEM ENGINE
100,MAT0001462,D,Open-architected reciprocal throughput,OPEN-ARCHITECTED RECIPROCAL THROUGHPUT
100,MAT0001964,P,Phased asynchronous infrastructure,PHASED ASYNCHRONOUS INFRASTRUCTURE
100,MAT0001463,E,Fully-configurable optimal customer loya,FULLY-CONFIGURABLE OPTIMAL CUSTOMER LOYA
100,MAT0001783,J,Progressive bandwidth-monitored core,PROGRESSIVE BANDWIDTH-MONITORED CORE
100,MAT0001585,D,Optimized incremental encryption,OPTIMIZED INCREMENTAL ENCRYPTION
100,MAT0000040,E,Front-line fault-tolerant project,FRONT-LINE FAULT-TOLERANT PROJECT
100,MAT0001306,J,Business-focused next generation Interne   ,BUSINESS-FOCUSED NEXT GENERATION INTERNE
100,MAT0001930,P,L'assurance de rouler sans soucis,L'ASSURANCE DE ROULER SANS SOUCIS
100,MZ-FG-E16,D,Virtual zero administration forecast,VIRTUAL ZERO ADMINISTRATION FORECAST
100,MAT0001913,P,Multi-channeled web-enabled portal,MULTI-CHANNELED WEB-ENABLED PORTAL
100,MAT0000738,P,Total object-oriented framework,TOTAL OBJECT-ORIENTED FRAMEWORK
100,MAT0000711,E,Le plaisir d'avancer autrement,LE PLAISIR D'AVANCER AUTREMENT
100,MAT0000462,F,Assimilated dedicated orchestration   ,ASSIMILATED DEDICATED ORCHESTRATION
100,MAT0001416,F,Focused 5thgeneration model,FOCUSED 5THGENERATION MODEL
100,MAT0001235,E,Seamless bottom-line adapter   ,SEAMLESS BOTTOM-LINE ADAPTER
100,MAT0000941,J,L'assurance d'évoluer à sa source,L'ASSURANCE D'ÉVOLUER À SA SOURCE
100,MAT0001247,F,User-friendly multimedia instruction set,USER-FRIENDLY MULTIMEDIA INSTRUCTION SET
100,MAT0000887,P,Compatible even-keeled instruction set,COMPATIBLE EVEN-KEELED INSTRUCTION SET
100,MAT0000778,P,Team-oriented national circuit,TEAM-ORIENTED NATIONAL CIRCUIT
100,MAT0000992,P,Devolved leadingedge initiative,DEVOLVED LEADINGEDGE INITIATIVE
100,MAT0001308,F,Visionary full-range functionalities,VISIONARY FULL-RANGE FUNCTIONALITIES
100,MAT0000373,E,A arte de inovar naturalmente,A ARTE DE INOVAR NATURALMENTE
100,MAT0000519,J,Devolved global budgetary management,DEVOLVED GLOBAL BUDGETARY MANAGEMENT
100,MAT0000786,P,Reactive encompassing installation,REACTIVE ENCOMPASSING INSTALLATION
100,MAT0000401,P,Exclusive asymmetric moratorium,EXCLUSIVE ASYMMETRIC MORATORIUM
100,MAT0000965,P,O direito de concretizar seus projetos d,O DIREITO DE CONCRETIZAR SEUS PROJETOS D
100,MAT0000446,E,Object-based bifurcated support,OBJECT-BASED BIFURCATED SUPPORT
100,MAT0001026,P,Le confort d'avancer à l'état pur,LE CONFORT D'AVANCER À L'ÉTAT PUR
100,MAT0000747,J,Profound analyzing throughput,PROFOUND ANALYZING THROUGHPUT
100,MAT0001629,D,A simplicidade de mudar direto da fonte,A SIMPLICIDADE DE MUDAR DIRETO DA FONTE
100,MAT0000874,P,Le pouvoir d'innover sans soucis,LE POUVOIR D'INNOVER SANS SOUCIS
100,MAT0000107,P,Implemented client-server product,IMPLEMENTED CLIENT-SERVER PRODUCT
100,MAT0000989,J,User-friendly heuristic forecast   ,USER-FRIENDLY HEURISTIC FORECAST
100,MAT0001468,E,Assimilated contextually-based data-ware,ASSIMILATED CONTEXTUALLY-BASED DATA-WARE
100,MAT0001769,J,Re-engineered local complexity,RE-ENGINEERED LOCAL COMPLEXITY
200,MAT0000685,P,Distributed 24/7 moderator,DISTRIBUTED 24/7 MODERATOR
100,MAT0000186,F,Centralized value-added migration,CENTRALIZED VALUE-ADDED MIGRATION
100,MAT0000879,P,Configurable impactful productivity,CONFIGURABLE IMPACTFUL PRODUCTIVITY
100,MAT0001301,J,Customer-focused bottom-line groupware,CUSTOMER-FOCUSED BOTTOM-LINE GROUPWARE
100,MAT0000093,D,La possibilité d'innover de manière effi,LA POSSIBILITÉ D'INNOVER DE MANIÈRE EFFI
100,MAT0000466,P,L'assurance d'avancer autrement,L'ASSURANCE D'AVANCER AUTREMENT
100,MAT0001047,E,O direito de atingir seus objetivos sem ,O DIREITO DE ATINGIR SEUS OBJETIVOS SEM
100,MAT0000883,P,Up-sized client-server task-force,UP-SIZED CLIENT-SERVER TASK-FORCE
100,MAT0000660,E,Grass-roots responsive portal,GRASS-ROOTS RESPONSIVE PORTAL
100,MAT0000758,E,Digitized multimedia algorithm,DIGITIZED MULTIMEDIA ALGORITHM
100,MAT0000081,D,Total intermediate installation   ,TOTAL INTERMEDIATE INSTALLATION
100,MAT0001264,F,A arte de mudar com toda a tranquilidade,A ARTE DE MUDAR COM TODA A TRANQUILIDADE
100,MAT0000032,E,A segurança de avançar simplesmente   ,A SEGURANÇA DE AVANÇAR SIMPLESMENTE
100,MAT0001959,D,La liberté d'atteindre vos buts naturell,LA LIBERTÉ D'ATTEINDRE VOS BUTS NATURELL
100,MAT0001763,J,L'avantage d'avancer à sa source,L'AVANTAGE D'AVANCER À SA SOURCE
100,MAT0000313,P,Le droit de rouler de manière efficace   ,LE DROIT DE ROULER DE MANIÈRE EFFICACE
100,MAT0001092,E,Triple-buffered grid-enabled open system,TRIPLE-BUFFERED GRID-ENABLED OPEN SYSTEM
100,MAT0001954,J,O poder de mudar com confiança,O PODER DE MUDAR COM CONFIANÇA
100,MAT0000773,J,Le plaisir de changer de manière efficac,LE PLAISIR DE CHANGER DE MANIÈRE EFFICAC
100,MAT0001464,E,L'art d'innover de manière efficace,L'ART D'INNOVER DE MANIÈRE EFFICACE
100,MAT0000716,E,La possibilité de changer à la pointe,LA POSSIBILITÉ DE CHANGER À LA POINTE
100,MAT0000312,D,Le pouvoir d'avancer de manière sûre,LE POUVOIR D'AVANCER DE MANIÈRE SÛRE
100,MAT0001073,E,Fully-configurable mission-critical data,FULLY-CONFIGURABLE MISSION-CRITICAL DATA
100,MAT0001449,D,Synergistic 4thgeneration intranet,SYNERGISTIC 4THGENERATION INTRANET
100,MAT0000514,P,Le confort d'innover plus rapidement,LE CONFORT D'INNOVER PLUS RAPIDEMENT
100,MAT0001434,J,Le plaisir d'avancer de manière sûre,LE PLAISIR D'AVANCER DE MANIÈRE SÛRE
100,MAT0001556,P,User-centric real-time info-mediaries,USER-CENTRIC REAL-TIME INFO-MEDIARIES
100,MAT0001012,E,Cloned empowering firmware   ,CLONED EMPOWERING FIRMWARE
100,MAT0000943,F,Le confort de rouler avant-tout,LE CONFORT DE ROULER AVANT-TOUT
100,MAT0000399,D,La liberté de changer sans soucis,LA LIBERTÉ DE CHANGER SANS SOUCIS
100,MAT0000462,F,Seamless secondary artificial intelligen,SEAMLESS SECONDARY ARTIFICIAL INTELLIGEN
100,MAT0001586,P,Cloned mission-critical website   ,CLONED MISSION-CRITICAL WEBSITE
100,MAT0000607,P,Multi-layered bi-directional success,MULTI-LAYERED BI-DIRECTIONAL SUCCESS
100,MAT0001244,D,Profit-focused zero tolerance system eng,PROFIT-FOCUSED ZERO TOLERANCE SYSTEM ENG
100,MAT0000048,J,Le confort de louer avant-tout,LE CONFORT DE LOUER AVANT-TOUT
100,MAT0001319,P,Synergistic uniform customer loyalty,SYNERGISTIC UNIFORM CUSTOMER LOYALTY
100,MAT0001142,E,Implemented user-facing hierarchy,IMPLEMENTED USER-FACING HIERARCHY
100,MAT0001234,J,O poder de realizar seus sonhos mais fac,O PODER DE REALIZAR SEUS SONHOS MAIS FAC
100,MAT0001955,E,Multi-tiered disintermediate initiative,MULTI-TIERED DISINTERMEDIATE INITIATIVE
100,MAT0001639,E,Re-engineered radical Graphical User Int,RE-ENGINEERED RADICAL GRAPHICAL USER INT
100,MAT0000219,F,Pre-emptive empowering application,PRE-EMPTIVE EMPOWERING APPLICATION
100,MAT0000876,D,Assimilated leadingedge knowledgebase,ASSIMILATED LEADINGEDGE KNOWLEDGEBASE
100,MAT0001220,F,Inverse motivating emulation,INVERSE MOTIVATING EMULATION
100,MAT0000477,D,Synergized exuding functionalities,SYNERGIZED EXUDING FUNCTIONALITIES
100,MAT0000431,P,Front-line scalable intranet,FRONT-LINE SCALABLE INTRANET
100,MAT0001555,D,Switchable attitude-oriented portal,SWITCHABLE ATTITUDE-ORIENTED PORTAL
100,MAT0001408,P,Synergistic homogeneous framework,SYNERGISTIC HOMOGENEOUS FRAMEWORK
100,MAT0001822,E,Phased dedicated extranet,PHASED DEDICATED EXTRANET
100,MAT0001904,P,O direito de inovar direto da fonte,O DIREITO DE INOVAR DIRETO DA FONTE
100,MAT0000246,J,Polarized bifurcated neural-net,POLARIZED BIFURCATED NEURAL-NET
100,MAT0001512,J,Face-to-face contextually-based Internet   ,FACE-TO-FACE CONTEXTUALLY-BASED INTERNET
100,MAT0000605,P,La liberté d'avancer sans soucis,LA LIBERTÉ D'AVANCER SANS SOUCIS
100,MAT0001925,E,Le droit de changer avant-tout   ,LE DROIT DE CHANGER AVANT-TOUT
100,MAT0000565,F,Enterprise-wide modular ability,ENTERPRISE-WIDE MODULAR ABILITY
100,MAT0000315,P,La liberté d'avancer autrement,LA LIBERTÉ D'AVANCER AUTREMENT
100,MAT0000971,E,Multi-channeled local neural-net   ,MULTI-CHANNELED LOCAL NEURAL-NET
100,MAT0000534,E,Assimilated multimedia database,ASSIMILATED MULTIMEDIA DATABASE
100,MAT0000775,F,Reduced incremental benchmark,REDUCED INCREMENTAL BENCHMARK
100,MAT0001688,E,Configurable zero-defect artificial inte,CONFIGURABLE ZERO-DEFECT ARTIFICIAL INTE
100,MAT0001480,F,A possibilidade de evoluir de maneira ef,A POSSIBILIDADE DE EVOLUIR DE MANEIRA EF
100,MAT0001625,E,Down-sized background service-desk   ,DOWN-SIZED BACKGROUND SERVICE-DESK
100,MAT0001516,F,Progressive radical budgetary management,PROGRESSIVE RADICAL BUDGETARY MANAGEMENT
100,MAT0000431,D,A vantagem de ganhar de maneira eficaz,A VANTAGEM DE GANHAR DE MANEIRA EFICAZ
100,MAT0000344,P,Cross-platform solution-oriented system    ,CROSS-PLATFORM SOLUTION-ORIENTED SYSTEM
100,MAT0000172,F,Ameliorated radical model,AMELIORATED RADICAL MODEL
100,MAT0000013,J,L'avantage d'atteindre vos buts naturell,L'AVANTAGE D'ATTEINDRE VOS BUTS NATURELL
100,MAT0000695,P,Le droit d'atteindre vos buts sans souci,LE DROIT D'ATTEINDRE VOS BUTS SANS SOUCI
100,MAT0001822,E,L'assurance d'atteindre vos buts avant-t,L'ASSURANCE D'ATTEINDRE VOS BUTS AVANT-T
100,MAT0001701,J,Down-sized scalable emulation,DOWN-SIZED SCALABLE EMULATION
100,MAT0001895,J,Enhanced radical middleware,ENHANCED RADICAL MIDDLEWARE
100,MAT0001000,D,Le confort de louer plus facilement,LE CONFORT DE LOUER PLUS FACILEMENT
100,MAT0000130,P,O poder de ganhar antes de tudo   ,O PODER DE GANHAR ANTES DE TUDO
100,MAT0001827,D,Focused maximized toolset,FOCUSED MAXIMIZED TOOLSET
100,MAT0000042,F,A certeza de concretizar seus projetos m,A CERTEZA DE CONCRETIZAR SEUS PROJETOS M
100,MAT0000331,F,Versatile 3rdgeneration moratorium,VERSATILE 3RDGENERATION MORATORIUM
100,MAT0001662,J,Public-key mission-critical database,PUBLIC-KEY MISSION-CRITICAL DATABASE
100,MAT0001038,E,O poder de ganhar sem preocupação,O PODER DE GANHAR SEM PREOCUPAÇÃO
100,MAT0000169,D,Grass-roots next generation Local Area N,GRASS-ROOTS NEXT GENERATION LOCAL AREA N
100,MAT0000075,P,Stand-alone next generation strategy   ,STAND-ALONE NEXT GENERATION STRATEGY
100,MAT0000556,P,Balanced impactful productivity,BALANCED IMPACTFUL PRODUCTIVITY
100,MAT0001094,E,Sharable static hub,SHARABLE STATIC HUB
100,MAT0001424,E,Business-focused intangible migration,BUSINESS-FOCUSED INTANGIBLE MIGRATION
100,MAT0001002,D,Customizable logistical analyzer,CUSTOMIZABLE LOGISTICAL ANALYZER
100,MAT0001670,F,L'assurance d'évoluer à la pointe   ,L'ASSURANCE D'ÉVOLUER À LA POINTE
100,MAT0000856,P,Enterprise-wide motivating capacity,ENTERPRISE-WIDE MOTIVATING CAPACITY
100,MAT0000838,F,Streamlined 6thgeneration capacity,STREAMLINED 6THGENERATION CAPACITY
100,MAT0001509,F,Diverse value-added access,DIVERSE VALUE-ADDED ACCESS
100,MAT0001447,D,Public-key optimal array,PUBLIC-KEY OPTIMAL ARRAY
100,MAT0001230,P,O conforto de conseguir naturalmente   ,O CONFORTO DE CONSEGUIR NATURALMENTE
100,MAT0001630,F,Function-based maximized product,FUNCTION-BASED MAXIMIZED PRODUCT
100,MAT0001205,J,Re-engineered well-modulated task-force,RE-ENGINEERED WELL-MODULATED TASK-FORCE
100,MAT0000035,P,Seamless bifurcated challenge,SEAMLESS BIFURCATED CHALLENGE
100,MAT0001308,P,Organic bifurcated intranet   ,ORGANIC BIFURCATED INTRANET
100,MAT0000375,E,Reverse-engineered directional instructi   ,REVERSE-ENGINEERED DIRECTIONAL INSTRUCTI
100,MAT0001311,E,Horizontal foreground approach,HORIZONTAL FOREGROUND APPROACH
100,MAT0000624,D,Assimilated non-volatile alliance,ASSIMILATED NON-VOLATILE ALLIANCE
100,MAT0000606,P,Implemented tertiary parallelism,IMPLEMENTED TERTIARY PARALLELISM
100,MAT0000283,P,Optional uniform frame,OPTIONAL UNIFORM FRAME
100,MAT0001643,E,Public-key 4thgeneration service-desk,PUBLIC-KEY 4THGENERATION SERVICE-DESK
100,MAT0000054,E,Innovative bi-directional infrastructure,INNOVATIVE BI-DIRECTIONAL INFRASTRUCTURE
100,MAT0000586,E,L'assurance de rouler autrement   ,L'ASSURANCE DE ROULER AUTREMENT
100,MAT0000020,P,User-centric clear-thinking attitude,USER-CENTRIC CLEAR-THINKING ATTITUDE
100,MAT0001810,J,O poder de concretizar seus projetos com,O PODER DE CONCRETIZAR SEUS PROJETOS COM
100,MAT0000740,E,Customer-focused next generation standar,CUSTOMER-FOCUSED NEXT GENERATION STANDAR
100,MAT0001585,F,Grass-roots neutral product,GRASS-ROOTS NEUTRAL PRODUCT
100,MAT0000377,F,User-centric exuding parallelism   ,USER-CENTRIC EXUDING PARALLELISM
100,MAT0000633,E,Multi-tiered maximized software,MULTI-TIERED MAXIMIZED SOFTWARE
100,MAT0001851,J,Mandatory transitional utilization,MANDATORY TRANSITIONAL UTILIZATION
100,MAT0001881,P,O poder de evoluir em estado puro,O PODER DE EVOLUIR EM ESTADO PURO
100,MAT0001081,J,Advanced tangible matrix   ,ADVANCED TANGIBLE MATRIX
100,MAT0001140,P,Fully-configurable leadingedge function   ,FULLY-CONFIGURABLE LEADINGEDGE FUNCTION
100,MAT0000141,P,Secured 24hour conglomeration,SECURED 24HOUR CONGLOMERATION
100,MAT0001758,D,Le pouvoir d'innover de manière efficace,LE POUVOIR D'INNOVER DE MANIÈRE EFFICACE
100,MAT0000779,J,Cross-group upward-trending interface,CROSS-GROUP UPWARD-TRENDING INTERFACE
100,MAT0001020,P,O prazer de evoluir de maneira eficaz,O PRAZER DE EVOLUIR DE MANEIRA EFICAZ
100,MAT0001926,F,Seamless next generation intranet,SEAMLESS NEXT GENERATION INTRANET
100,MAT0000748,J,Persistent encompassing productivity,PERSISTENT ENCOMPASSING PRODUCTIVITY
100,MAT0000692,D,Customizable intermediate Internet solut,CUSTOMIZABLE INTERMEDIATE INTERNET SOLUT
100,MAT0001587,F,Re-engineered solution-oriented workforc,RE-ENGINEERED SOLUTION-ORIENTED WORKFORC
100,MAT0000128,P,Automated human-resource migration,AUTOMATED HUMAN-RESOURCE MIGRATION
100,MAT0001565,F,A possibilidade de ganhar mais facilment,A POSSIBILIDADE DE GANHAR MAIS FACILMENT
100,MAT0001780,D,Open-architected exuding hub,OPEN-ARCHITECTED EXUDING HUB
100,MAT0001877,D,Le droit de changer à l'état pur,LE DROIT DE CHANGER À L'ÉTAT PUR
100,MAT0001339,D,Self-enabling national neural-net,SELF-ENABLING NATIONAL NEURAL-NET
100,MAT0001000,J,Le confort de changer de manière efficac   ,LE CONFORT DE CHANGER DE MANIÈRE EFFICAC
100,MAT0000543,E,Down-sized even-keeled model,DOWN-SIZED EVEN-KEELED MODEL
